Observation #: 25722
-------------------------------------------------------------------------------------
 Time(YYYMMDD)   Depth(m) Value(celsius)  Std(%)
       20070911      11.30       12.7410     10.0
       20070912       2.77       12.6790     10.0
       20070912       3.14       12.6780     10.0
       20070912       3.59       12.6770     10.0
       20070912       4.58       12.6730     10.0
       20070912       5.57       12.6700     10.0
       20070912       6.51       12.6620     10.0
       20070912       7.48       12.6530     10.0
       20070912       8.48       12.6400     10.0
       20070912       9.49       12.6140     10.0
       20070912      11.10       12.5280     10.0
       20070912      11.30       12.5260     10.0
       20070913       2.77       12.4270     10.0
       20070913       3.14       12.4270     10.0
       20070913       3.59       12.4260     10.0
       20070913       4.58       12.4230     10.0
       20070913       5.57       12.4200     10.0
       20070913       6.51       12.4150     10.0
       20070913       7.48       12.4110     10.0
       20070913       8.48       12.4030     10.0
       20070913       9.49       12.3940     10.0
       20070913      11.10       12.3720     10.0
       20070913      11.30       12.3710     10.0
       20070914       2.77       12.2520     10.0
       20070914       3.14       12.2520     10.0
       20070914       3.59       12.2500     10.0
       20070914       4.58       12.2470     10.0
       20070914       5.57       12.2430     10.0
       20070914       6.51       12.2360     10.0
       20070914       7.48       12.2270     10.0
       20070914       8.48       12.2130     10.0
       20070914       9.49       12.2000     10.0
       20070914      11.10       12.1810     10.0
       20070914      11.30       12.1810     10.0
       20070915       2.77       12.0400     10.0
       20070915       3.14       12.0390     10.0
       20070915       3.59       12.0390     10.0
       20070915       4.58       12.0360     10.0
       20070915       5.57       12.0330     10.0
       20070915       6.51       12.0250     10.0
       20070915       7.48       12.0190     10.0
       20070915       8.48       12.0130     10.0
       20070915       9.49       12.0090     10.0
       20070915      11.10       11.9700     10.0
       20070915      11.30       11.9650     10.0
       20070916       2.77       11.9850     10.0
       20070916       3.14       11.9640     10.0
       20070916       3.59       11.9250     10.0
       20070916       4.58       11.8920     10.0
       20070916       5.57       11.8830     10.0
       20070916       6.51       11.8760     10.0
       20070916       7.48       11.8700     10.0
       20070916       8.48       11.8640     10.0
       20070916       9.49       11.8610     10.0
       20070916      11.10       11.7780     10.0
       20070916      11.30       11.7740     10.0
       20070917       2.77       11.8990     10.0
       20070917       3.14       11.8960     10.0
       20070917       3.59       11.8920     10.0
       20070917       4.58       11.8750     10.0
       20070917       5.57       11.8650     10.0
       20070917       6.51       11.8570     10.0
       20070917       7.48       11.8450     10.0
       20070917       8.48       11.8310     10.0
       20070917       9.49       11.8160     10.0
       20070917      11.10       11.7250     10.0
       20070917      11.30       11.7230     10.0
       20070918       2.77       11.8220     10.0
       20070918       3.14       11.8210     10.0
       20070918       3.59       11.8190     10.0
       20070918       4.58       11.8160     10.0
       20070918       5.57       11.8140     10.0
       20070918       6.51       11.8100     10.0
       20070918       7.48       11.8090     10.0
       20070918       8.48       11.8070     10.0
       20070918       9.49       11.8070     10.0
       20070918      11.10       11.7990     10.0
       20070918      11.30       11.7980     10.0
       20070919       2.77       11.9540     10.0
       20070919       3.14       11.9530     10.0
       20070919       3.59       11.9520     10.0
       20070919       4.58       11.9510     10.0
       20070919       5.57       11.9500     10.0
       20070919       6.51       11.9470     10.0
       20070919       7.48       11.9460     10.0
       20070919       8.48       11.9450     10.0
       20070919       9.49       11.9460     10.0
       20070919      11.10       11.9400     10.0
       20070919      11.30       11.9380     10.0
       20070920       2.77       11.8300     10.0
       20070920       3.14       11.8300     10.0
       20070920       3.59       11.8300     10.0
       20070920       4.58       11.8280     10.0
       20070920       5.57       11.8270     10.0
       20070920       6.51       11.8230     10.0
       20070920       7.48       11.8210     10.0
       20070920       8.48       11.8170     10.0
       20070920       9.49       11.8110     10.0
       20070920      11.10       11.8020     10.0
       20070920      11.30       11.8010     10.0
       20070921       2.77       11.6750     10.0
       20070921       3.14       11.6760     10.0
       20070921       3.59       11.6760     10.0
       20070921       4.58       11.6760     10.0
       20070921       5.57       11.6770     10.0
       20070921       6.51       11.6760     10.0
       20070921       7.48       11.6770     10.0
       20070921       8.48       11.6770     10.0
       20070921       9.49       11.6800     10.0
       20070921      11.10       11.6760     10.0
       20070921      11.30       11.6760     10.0
       20070922       2.77       11.6350     10.0
       20070922       3.14       11.6350     10.0
       20070922       3.59       11.6350     10.0
       20070922       4.58       11.6350     10.0
       20070922       5.57       11.6360     10.0
       20070922       6.51       11.6350     10.0
       20070922       7.48       11.6360     10.0
       20070922       8.48       11.6360     10.0
       20070922       9.49       11.6390     10.0
       20070922      11.10       11.6360     10.0
       20070922      11.30       11.6350     10.0
       20070923       2.77       11.5120     10.0
       20070923       3.14       11.5120     10.0
