Observation #: 6155
---------------------------------------------------
Time(YYYYMMDD)    Depth(m) Value(celsius)   Std(%)
19980624                0.0        23.9000     10.0
19980624                1.0        23.6000     10.0
19980624                2.0        22.9000     10.0
19980624                3.0        21.6000     10.0
19980624                4.0        20.3000     10.0
19980624                5.0        19.3000     10.0
19980624                6.0        17.7000     10.0
19980624                7.0        14.4000     10.0
19980624                8.0        13.2000     10.0
19980624                9.0        11.7000     10.0
19980624               10.0        10.0000     10.0
19980624               11.0         9.1000     10.0
19980624               12.0         8.6000     10.0
19980624               13.0         8.2000     10.0
19980624               14.0         8.1000     10.0
19980624               15.0         8.0000     10.0
19980624               16.0         8.0000     10.0
19980624               17.0         8.0000     10.0
19980624               17.5         7.9000     10.0
19980707                0.0        23.9000     10.0
19980707                1.0        24.0000     10.0
19980707                2.0        24.0000     10.0
19980707                3.0        24.0000     10.0
19980707                4.0        23.4000     10.0
19980707                5.0        21.3000     10.0
19980707                6.0        18.6000     10.0
19980707                7.0        15.3000     10.0
19980707                8.0        13.0000     10.0
19980707                9.0        11.4000     10.0
19980707               10.0        10.3000     10.0
19980707               11.0         9.5000     10.0
19980707               12.0         8.9000     10.0
19980707               13.0         8.7000     10.0
19980707               14.0         8.5000     10.0
19980707               15.0         8.2000     10.0
19980707               16.0         8.1000     10.0
19980707               17.0         8.1000     10.0
19980707               18.0         8.0000     10.0
19980722                0.0        26.0000     10.0
19980722                1.0        26.0000     10.0
19980722                2.0        26.0000     10.0
19980722                3.0        26.0000     10.0
19980722                4.0        24.5000     10.0
19980722                5.0        22.4000     10.0
19980722                6.0        18.4000     10.0
19980722                7.0        16.0000     10.0
19980722                8.0        13.2000     10.0
19980722                9.0        11.4000     10.0
19980722               10.0        10.2000     10.0
19980722               11.0         9.3000     10.0
19980722               12.0         8.9000     10.0
19980722               13.0         8.6000     10.0
19980722               14.0         8.3000     10.0
19980722               15.0         8.2000     10.0
19980722               16.0         8.1000     10.0
19980722               17.0         8.0000     10.0
19980722               18.0         8.0000     10.0
19980805                0.0        23.4000     10.0
19980805                1.0        23.4000     10.0
19980805                2.0        23.4000     10.0
19980805                3.0        23.4000     10.0
19980805                4.0        23.4000     10.0
19980805                5.0        23.4000     10.0
19980805                6.0        19.2000     10.0
19980805                7.0        15.9000     10.0
19980805                8.0        13.5000     10.0
19980805                9.0        11.6000     10.0
19980805               10.0        10.7000     10.0
19980805               11.0         9.6000     10.0
19980805               12.0         8.9000     10.0
19980805               13.0         8.6000     10.0
19980805               14.0         8.4000     10.0
19980805               15.0         8.2000     10.0
19980805               16.0         8.0000     10.0
19980805               17.0         8.0000     10.0
19980805               18.0         8.0000     10.0
19980819                0.0        23.3000     10.0
19980819                1.0        23.3000     10.0
19980819                2.0        23.3000     10.0
19980819                3.0        23.2000     10.0
19980819                4.0        23.2000     10.0
